Date/Time,Building_type,Construction_period,retrofit_scenario,Hot water + Space Heating demand [J](Hourly),Space Heating demand [J](Hourly),Hot water demand [J](Hourly),,Electricity demand [J](Hourly) ,G [W](msquared)
 04/11  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,738.61
 04/11  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,663.74
 04/11  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,19291272.86,8867180.293,618.62
 04/11  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17758635.7,4211252.116,504.14
 04/11  15:00:00,SFH,2011-2015,No retrofit,0,0,0,598190.6878,969985.0368,360.19
 04/11  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1904941.724,969985.0368,201.84
 04/11  17:00:00,SFH,2011-2015,No retrofit,0,0,0,1676484.965,969985.0368,55.81
 04/11  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20997827.69,4211252.116,0
 04/11  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17731212.6,8867180.293,0
 04/11  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15890639.45,10419156.35,0
 04/11  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12033108.17,4211252.116,0
 04/11  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,10013658.49,4211252.116,0
 04/11  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/11  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/12  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/12  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/12  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/12  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/12  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,65.94
 04/12  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,207.63
 04/12  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,3313047.232,8867180.293,369.48
 04/12  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,2173445.836,4211252.116,522.64
 04/12  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,636.55
 04/12  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,728.13
 04/12  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,680.95
 04/12  12:00:00,SFH,2011-2015,No retrofit,0,0,0,635350.6912,969985.0368,701.62
 04/12  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,19948900.01,8867180.293,587.72
 04/12  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17983193.57,4211252.116,441.84
 04/12  15:00:00,SFH,2011-2015,No retrofit,0,0,0,28936.10088,969985.0368,299.04
 04/12  16:00:00,SFH,2011-2015,No retrofit,0,0,0,427663.3686,969985.0368,167.78
 04/12  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,46
 04/12  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,15001971.13,4211252.116,0
 04/12  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12087477.54,8867180.293,0
 04/12  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11089492.03,10419156.35,0
 04/12  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,7663260.928,4211252.116,0
 04/12  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,5433363.189,4211252.116,0
 04/12  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/12  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/13  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/13  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/13  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/13  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/13  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,74.52
 04/13  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,210.09
 04/13  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,302227.4979,8867180.293,389.96
 04/13  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,1348504.398,4211252.116,540.41
 04/13  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,637.75
 04/13  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,710.85
 04/13  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,695.81
 04/13  12:00:00,SFH,2011-2015,No retrofit,0,0,0,249715.1413,969985.0368,623.27
 04/13  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,20603316.6,8867180.293,524.66
 04/13  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,19054105.2,4211252.116,423.43
 04/13  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,288.12
 04/13  16:00:00,SFH,2011-2015,No retrofit,0,0,0,13244.35289,969985.0368,152.47
 04/13  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,40.81
 04/13  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,15336814.7,4211252.116,0
 04/13  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12431806.25,8867180.293,0
 04/13  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11009672.79,10419156.35,0
 04/13  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,7383511.169,4211252.116,0
 04/13  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,5245925.943,4211252.116,0
 04/13  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/13  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/14  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/14  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/14  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/14  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/14  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,86.61
 04/14  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,238.84
 04/14  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,396.61
 04/14  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,583.38
 04/14  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,664.08
 04/14  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,740.66
 04/14  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,795.59
 04/14  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,776.91
 04/14  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12874290.15,8867180.293,688.09
 04/14  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,13624148.88,4211252.116,592.54
 04/14  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,433.89
 04/14  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,258.84
 04/14  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,79.94
 04/14  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,13926734.46,4211252.116,0
 04/14  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11307028.06,8867180.293,0
 04/14  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,10002106.01,10419156.35,0
 04/14  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,6394450.796,4211252.116,0
 04/14  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,4222366.991,4211252.116,0
 04/14  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/14  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/15  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/15  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/15  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/15  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/15  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,88.74
 04/15  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,294.55
 04/15  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,470.57
 04/15  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,282505.9286,4211252.116,630.78
 04/15  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,746.28
 04/15  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,794
 04/15  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,828.2
 04/15  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,791.01
 04/15  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17758436.07,8867180.293,703.51
 04/15  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16560223.71,4211252.116,574.91
 04/15  15:00:00,SFH,2011-2015,No retrofit,0,0,0,572256.6432,969985.0368,423.58
 04/15  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1718119.326,969985.0368,250.77
 04/15  17:00:00,SFH,2011-2015,No retrofit,0,0,0,1252737.73,969985.0368,80.74
 04/15  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,18928921.87,4211252.116,0
 04/15  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15006386.29,8867180.293,0
 04/15  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12972540.97,10419156.35,0
 04/15  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,8749614.295,4211252.116,0
 04/15  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,5951303.962,4211252.116,0
 04/15  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/15  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/16  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/16  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/16  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/16  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/16  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,108.05
 04/16  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,270.52
 04/16  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,449.77
 04/16  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,588.66
 04/16  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,685.15
 04/16  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,748.02
 04/16  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,749.07
 04/16  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,672.97
 04/16  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17927341.36,8867180.293,646.21
 04/16  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17413745.2,4211252.116,531.06
 04/16  15:00:00,SFH,2011-2015,No retrofit,0,0,0,1170942.291,969985.0368,380.27
 04/16  16:00:00,SFH,2011-2015,No retrofit,0,0,0,3085141.516,969985.0368,235.21
 04/16  17:00:00,SFH,2011-2015,No retrofit,0,0,0,2184747.532,969985.0368,76.71
 04/16  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20776715.25,4211252.116,0
 04/16  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16511520.34,8867180.293,0
 04/16  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,14196018.79,10419156.35,0
 04/16  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,9798389.002,4211252.116,0
 04/16  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,6993446.706,4211252.116,0
 04/16  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/16  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/17  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/17  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/17  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/17  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,7.7
 04/17  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,92.12
 04/17  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,269.74
 04/17  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,410225.5805,8867180.293,449.81
 04/17  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,864446.8482,4211252.116,608.12
 04/17  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,726.84
 04/17  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,776.91
 04/17  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,773.55
 04/17  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,748.26
 04/17  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,19127128.5,8867180.293,662.3
 04/17  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,18399974.49,4211252.116,551.52
 04/17  15:00:00,SFH,2011-2015,No retrofit,0,0,0,1421889.111,969985.0368,390
 04/17  16:00:00,SFH,2011-2015,No retrofit,0,0,0,3556377.415,969985.0368,236.76
 04/17  17:00:00,SFH,2011-2015,No retrofit,0,0,0,2465065.369,969985.0368,69.81
 04/17  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,21950219.03,4211252.116,0
 04/17  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17778982.61,8867180.293,0
 04/17  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15432510.43,10419156.35,0
 04/17  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11006168.17,4211252.116,0
 04/17  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,8100199.405,4211252.116,0
 04/17  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/17  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/18  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/18  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/18  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/18  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,7.35
 04/18  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,85.57
 04/18  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,242.66
 04/18  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,98439.4161,8867180.293,417.32
 04/18  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,159083.6115,4211252.116,559.42
 04/18  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,684.21
 04/18  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,757.45
 04/18  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,784.75
 04/18  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,713.34
 04/18  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15306237.11,8867180.293,644.95
 04/18  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,15046991.99,4211252.116,533.21
 04/18  15:00:00,SFH,2011-2015,No retrofit,0,0,0,349588.6514,969985.0368,382.73
 04/18  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1538382.758,969985.0368,212.37
 04/18  17:00:00,SFH,2011-2015,No retrofit,0,0,0,884136.1161,969985.0368,72.73
 04/18  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17502022.06,4211252.116,0
 04/18  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,13550665.44,8867180.293,0
 04/18  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11437361.44,10419156.35,0
 04/18  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,7247877.232,4211252.116,0
 04/18  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,4575397.865,4211252.116,0
 04/18  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/18  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/19  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/19  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/19  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/19  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,7.86
 04/19  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,92.68
 04/19  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,239.43
 04/19  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,421.9
 04/19  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,562.7
 04/19  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,619.88
 04/19  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,689.33
 04/19  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,668.23
 04/19  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,646.27
 04/19  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,578.23
 04/19  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,447.49
 04/19  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,311.13
 04/19  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,172.44
 04/19  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,52.41
 04/19  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 04/19  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 04/19  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 04/19  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 04/19  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 04/19  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/19  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/20  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/20  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/20  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/20  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,7.16
 04/20  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,69.16
 04/20  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,180.13
 04/20  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,294.61
 04/20  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,422.12
 04/20  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,581.85
 04/20  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,671.27
 04/20  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,683.63
 04/20  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,613.69
 04/20  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,542962.9954,8867180.293,596.37
 04/20  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,1825783.586,4211252.116,491.69
 04/20  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,370.45
 04/20  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,211.51
 04/20  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,73.88
 04/20  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,3374111.286,4211252.116,0
 04/20  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,1786977.398,8867180.293,0
 04/20  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,793555.3456,10419156.35,0
 04/20  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 04/20  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 04/20  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/20  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/21  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/21  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/21  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/21  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,5.98
 04/21  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,64.16
 04/21  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,133.07
 04/21  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,224.69
 04/21  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,428.83
 04/21  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,449.59
 04/21  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,587.35
 04/21  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,614.89
 04/21  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,604.79
 04/21  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,4733817.3,8867180.293,565.99
 04/21  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,4780686.021,4211252.116,454.92
 04/21  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,329.06
 04/21  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,194.3
 04/21  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,68.75
 04/21  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,1413906.265,4211252.116,0
 04/21  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,210352.6031,8867180.293,0
 04/21  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 04/21  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 04/21  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 04/21  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/21  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/22  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/22  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/22  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/22  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,12.41
 04/22  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,137.41
 04/22  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,326.35
 04/22  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,509.84
 04/22  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,664.36
 04/22  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,780.64
 04/22  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,837.88
 04/22  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,862.86
 04/22  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,822.91
 04/22  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,1839774.262,8867180.293,748.06
 04/22  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,2398408.291,4211252.116,619.29
 04/22  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,457.45
 04/22  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,282.15
 04/22  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,110.25
 04/22  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,3747953.646,4211252.116,0
 04/22  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,2482030.616,8867180.293,0
 04/22  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,1414670.397,10419156.35,0
 04/22  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 04/22  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 04/22  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/22  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
