Date/Time,Building_type,Construction_period,retrofit_scenario,Hot water + Space Heating demand [J](Hourly),Space Heating demand [J](Hourly),Hot water demand [J](Hourly),,Electricity demand [J](Hourly) ,G [W](msquared)
 10/22  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,1188846.015,4211252.116,0
 10/22  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,240006.6444,8867180.293,0
 10/22  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,73815.39073,10419156.35,0
 10/22  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/22  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/22  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/22  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,19.41
 10/23  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,52.41
 10/23  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,116.76
 10/23  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,123.7
 10/23  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,133.8
 10/23  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,111.43
 10/23  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,126.23
 10/23  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,118.53
 10/23  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,70.52
 10/23  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,33.85
 10/23  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/23  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 10/23  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 10/23  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 10/23  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/23  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/23  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/23  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,29.28
 10/24  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,112.83
 10/24  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,195.91
 10/24  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,285.84
 10/24  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,298.38
 10/24  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,344.98
 10/24  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,321.36
 10/24  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,1880821.844,8867180.293,298.7
 10/24  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,3343217.852,4211252.116,216.84
 10/24  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,93.17
 10/24  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/24  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,2007715.892,4211252.116,0
 10/24  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,583502.7957,8867180.293,0
 10/24  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,204039.9647,10419156.35,0
 10/24  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/24  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/24  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/24  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,39.03
 10/25  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,138.41
 10/25  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,250.45
 10/25  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,371.03
 10/25  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,412.12
 10/25  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,438.71
 10/25  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,430.83
 10/25  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,3888478.443,8867180.293,345.57
 10/25  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,5576382.447,4211252.116,210.4
 10/25  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,73.19
 10/25  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/25  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,4574138.32,4211252.116,0
 10/25  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,2439692.548,8867180.293,0
 10/25  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,1835202.206,10419156.35,0
 10/25  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/25  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/25  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/25  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,17.1
 10/26  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,12.83
 10/26  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,67.84
 10/26  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,93.95
 10/26  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,73.31
 10/26  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,48.99
 10/26  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,72.84
 10/26  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,39.11
 10/26  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,23.59
 10/26  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,10.13
 10/26  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/26  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 10/26  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 10/26  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 10/26  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/26  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/26  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/26  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,27.95
 10/27  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,113.34
 10/27  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,187.89
 10/27  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,289.3
 10/27  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,316.28
 10/27  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,330.85
 10/27  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,299.81
 10/27  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,230.55
 10/27  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,153.44
 10/27  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,56.91
 10/27  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/27  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 10/27  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 10/27  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 10/27  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/27  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/27  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/27  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,23.97
 10/28  07:00:00,SFH,2011-2015,No retrofit,1713852.065,282154.1511,1431697.914,0,8867180.293,88.92
 10/28  08:00:00,SFH,2011-2015,No retrofit,1767176.553,812711.277,954465.2762,0,4211252.116,137.07
 10/28  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,218.81
 10/28  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,250.33
 10/28  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,262.35
 10/28  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,215.46
 10/28  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,170.47
 10/28  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,113.19
 10/28  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,45.87
 10/28  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/28  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 10/28  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 10/28  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 10/28  21:00:00,SFH,2011-2015,No retrofit,2586182.375,677251.8225,1908930.552,0,4211252.116,0
 10/28  22:00:00,SFH,2011-2015,No retrofit,4338881.962,1952718.771,2386163.191,0,4211252.116,0
 10/28  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/28  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,14.01
 10/29  07:00:00,SFH,2011-2015,No retrofit,7986371.011,6554673.096,1431697.914,0,8867180.293,24.95
 10/29  08:00:00,SFH,2011-2015,No retrofit,6047894.12,5093428.844,954465.2762,0,4211252.116,59.69
 10/29  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,100.6
 10/29  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,132.6
 10/29  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,192.22
 10/29  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,155.62
 10/29  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,146.52
 10/29  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,56.39
 10/29  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,23.24
 10/29  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/29  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 10/29  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 10/29  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 10/29  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 10/29  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 10/29  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/29  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,22.41
 10/30  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,95.44
 10/30  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,177.55
 10/30  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,279.6
 10/30  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,294.85
 10/30  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,333.88
 10/30  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,310.82
 10/30  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,249.75
 10/30  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,160.26
 10/30  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,58.65
 10/30  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/30  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,0
 10/30  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,8867180.293,0
 10/30  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,10419156.35,0
 10/30  21:00:00,SFH,2011-2015,No retrofit,2396676.069,487745.5166,1908930.552,0,4211252.116,0
 10/30  22:00:00,SFH,2011-2015,No retrofit,3756484.549,1370321.359,2386163.191,0,4211252.116,0
 10/30  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/30  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,25.66
 10/31  07:00:00,SFH,2011-2015,No retrofit,6486373.047,5054675.133,1431697.914,0,8867180.293,127.67
 10/31  08:00:00,SFH,2011-2015,No retrofit,5292868.801,4338403.525,954465.2762,0,4211252.116,218.71
 10/31  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,299.2
 10/31  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,364.58
 10/31  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,368.68
 10/31  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,344.73
 10/31  13:00:00,SFH,2011-2015,No retrofit,3205057.322,1296126.77,1908930.552,0,8867180.293,263.32
 10/31  14:00:00,SFH,2011-2015,No retrofit,2100549.078,1146083.801,954465.2762,0,4211252.116,176.92
 10/31  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,51.62
 10/31  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 10/31  18:00:00,SFH,2011-2015,No retrofit,3308869.141,2354403.865,954465.2762,0,4211252.116,0
 10/31  19:00:00,SFH,2011-2015,No retrofit,3535613.548,1626682.996,1908930.552,0,8867180.293,0
 10/31  20:00:00,SFH,2011-2015,No retrofit,3392808.967,1483878.414,1908930.552,0,10419156.35,0
 10/31  21:00:00,SFH,2011-2015,No retrofit,5608789.215,3699858.663,1908930.552,0,4211252.116,0
 10/31  22:00:00,SFH,2011-2015,No retrofit,6922331.457,4536168.267,2386163.191,0,4211252.116,0
 10/31  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 10/31  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,15.95
 11/01  07:00:00,SFH,2011-2015,No retrofit,13236012.85,11804314.93,1431697.914,0,8867180.293,55.21
 11/01  08:00:00,SFH,2011-2015,No retrofit,10543268.98,9588803.701,954465.2762,0,4211252.116,106.54
 11/01  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,148.1
 11/01  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,110.17
 11/01  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,134.88
 11/01  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,170.45
 11/01  13:00:00,SFH,2011-2015,No retrofit,8251919.784,6342989.231,1908930.552,0,8867180.293,130.86
 11/01  14:00:00,SFH,2011-2015,No retrofit,5920363.099,4965897.823,954465.2762,0,4211252.116,78.48
 11/01  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,24.23
 11/01  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/01  18:00:00,SFH,2011-2015,No retrofit,11549321.28,10594856,954465.2762,0,4211252.116,0
 11/01  19:00:00,SFH,2011-2015,No retrofit,10413845.14,8504914.591,1908930.552,0,8867180.293,0
 11/01  20:00:00,SFH,2011-2015,No retrofit,9917534.089,8008603.537,1908930.552,0,10419156.35,0
 11/01  21:00:00,SFH,2011-2015,No retrofit,11741900.12,9832969.566,1908930.552,0,4211252.116,0
 11/01  22:00:00,SFH,2011-2015,No retrofit,13291820.18,10905656.99,2386163.191,0,4211252.116,0
 11/01  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 11/01  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/02  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/02  02:00:00,SFH,2011-2015,No retrofit,8396.03677,8396.03677,0,0,969985.0368,0
 11/02  03:00:00,SFH,2011-2015,No retrofit,347755.9943,347755.9943,0,0,969985.0368,0
 11/02  04:00:00,SFH,2011-2015,No retrofit,779265.6368,779265.6368,0,0,969985.0368,0
 11/02  05:00:00,SFH,2011-2015,No retrofit,1169986.129,1169986.129,0,0,969985.0368,0
 11/02  06:00:00,SFH,2011-2015,No retrofit,1433221.225,1433221.225,0,0,1551976.059,19.41
 11/02  07:00:00,SFH,2011-2015,No retrofit,20834258.31,19402560.4,1431697.914,0,8867180.293,110.41
 11/02  08:00:00,SFH,2011-2015,No retrofit,16574876.36,15620411.08,954465.2762,0,4211252.116,223.2
 11/02  09:00:00,SFH,2011-2015,No retrofit,48138.10841,48138.10841,0,0,969985.0368,314.5
 11/02  10:00:00,SFH,2011-2015,No retrofit,513558.7862,513558.7862,0,0,969985.0368,375.38
 11/02  11:00:00,SFH,2011-2015,No retrofit,679384.0281,679384.0281,0,0,969985.0368,405.52
 11/02  12:00:00,SFH,2011-2015,No retrofit,795989.4318,795989.4318,0,0,969985.0368,356.62
 11/02  13:00:00,SFH,2011-2015,No retrofit,19794132.04,17885201.49,1908930.552,0,8867180.293,275.05
 11/02  14:00:00,SFH,2011-2015,No retrofit,9680659.794,8726194.518,954465.2762,0,4211252.116,163.43
 11/02  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,43.1
 11/02  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/02  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/02  18:00:00,SFH,2011-2015,No retrofit,9959956.589,9005491.313,954465.2762,0,4211252.116,0
 11/02  19:00:00,SFH,2011-2015,No retrofit,9431830.777,7522900.224,1908930.552,0,8867180.293,0
 11/02  20:00:00,SFH,2011-2015,No retrofit,9071878.766,7162948.214,1908930.552,0,10419156.35,0
 11/02  21:00:00,SFH,2011-2015,No retrofit,10885869.58,8976939.031,1908930.552,0,4211252.116,0
 11/02  22:00:00,SFH,2011-2015,No retrofit,12272492.1,9886328.907,2386163.191,0,4211252.116,0
 11/02  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 11/02  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/03  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/03  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/03  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/03  04:00:00,SFH,2011-2015,No retrofit,272012.7497,272012.7497,0,0,969985.0368,0
 11/03  05:00:00,SFH,2011-2015,No retrofit,691642.363,691642.363,0,0,969985.0368,0
 11/03  06:00:00,SFH,2011-2015,No retrofit,951723.6903,951723.6903,0,0,1551976.059,9.95
 11/03  07:00:00,SFH,2011-2015,No retrofit,19648026.02,18216328.11,1431697.914,0,8867180.293,79.56
 11/03  08:00:00,SFH,2011-2015,No retrofit,15644902.88,14690437.6,954465.2762,0,4211252.116,79.56
 11/03  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,76.11
 11/03  10:00:00,SFH,2011-2015,No retrofit,276563.3751,276563.3751,0,0,969985.0368,115.88
 11/03  11:00:00,SFH,2011-2015,No retrofit,550427.3598,550427.3598,0,0,969985.0368,98.93
 11/03  12:00:00,SFH,2011-2015,No retrofit,724976.5252,724976.5252,0,0,969985.0368,89.8
 11/03  13:00:00,SFH,2011-2015,No retrofit,19734116,17825185.45,1908930.552,0,8867180.293,52.75
 11/03  14:00:00,SFH,2011-2015,No retrofit,10265409.31,9310944.038,954465.2762,0,4211252.116,28.77
 11/03  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,27.42
 11/03  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/03  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 11/03  18:00:00,SFH,2011-2015,No retrofit,10993049.96,10038584.69,954465.2762,0,4211252.116,0
